id,interface_burden
0000c416ea24,26.109484
00624db32e6c,33.219347
00acf0be9394,61.692695
00bdf00b9346,50.795155
010b6a23ffb3,4.0
0161d5d34733,60.339223
01804c5aef24,4.0
0191e4a22ad3,65.71134548334655
019c6b1085ab,47.895442
01bdb97b6099,53.208938
01d678e955cd,28.0
0209d43d48f3,53.829560848532914
024ed1c89d92,0.0
02729ecc9fce,57.778888408406026
02a7ef21fd2b,61.692695
02b9c48b13e0,50.795155
03240d88f646,61.748616
0380178347af,47.177026102696274
038d3ef9443a,4.0
03c42aac5190,59.014794
0411e76ec48b,48.029351
046996b0f1cc,4.0
047180865328,32.163341
0482e1bda62f,66.166611
04cefa1a8e1c,48.459726
051eb12e5919,28.0
05c00cec0b07,61.692695
05eed672ef69,48.029351
061ccd894d28,4.0
064f75ee79ec,32.979939
0682778384e6,47.196622
06aa8d19f0dc,60.847692
06b86ead9937,61.692695
06dba8c74204,45.37698623156224
06ed600156ea,47.366875
070706467c8b,39.38921597303727
071ac8f99096,46.78739208564632
0728215f1e81,48.14004265305314
074daafaed1d,61.692695
0794ce623a9a,47.78352
079a2fafefcf,61.679352
07b0557eb806,4.0
07fb42214995,27.245549
0800e24c89a0,33.219347
083f9ec38ac0,4.0
08408f0f9484,65.445156
08c49ca0e573,47.823675
08f4bd48ecba,44.425396
090696305039,50.433723
0921f4648dbf,27.245549
09567802096b,4.0
09843ab07382,4.0
0991c0b12572,61.748616
09f6a969653b,61.0914769298176
0a40b0418353,4.0
0a6ba4ca35ac,28.0
0a758562388c,50.433723
0a8aad1229a8,33.219347
0a8fc82dd9b2,50.433723
0ac45cb0e1a3,4.0
0ad1882d437c,30.146411484536085
0add9d81f78b,31.404094
0afe4757fb73,50.433723
0b082298a3e3,47.78352
0b2086cf8088,47.184219
0b6768000456,49.534741
0b7c95ae7f66,47.901863
0b838d2da5a4,4.0
0bfbf8f880f9,61.612268
0bff9d851118,32.163341
0c0aab641d67,47.793422
0c238bcb86a3,0.0
0c5f343b86e5,48.00469744329897
0ce0be11b4ea,50.142773
0d2003497f92,27.246714
0d76c427740e,27.245549
0d7f04e84d7f,61.692695
0de01e8d1ef0,4.0
0ded635dcf24,27.246714
0e45d480d77a,25.832329
0e46e7ee2cf8,47.184219
0e7bf58b6c84,47.345483
0e800e4fd535,4.0
0e8d7b32e602,46.006276
0ea99900f078,61.692695
0edfb4fe7ca8,50.433723
0ee625a7f0a6,28.0
0f0e64a0057b,4.0
0f43380408c7,65.445156
0f6fc86467ba,4.0
0f8cd8383fd0,50.433723
0f8f7db65c0e,50.795155
0fb93005671f,49.610923
0fbd214977d2,48.459726
1009f2af76ec,48.050318
102f299cc94c,4.0
105eb2fd4dc7,46.975221916336245
1080958ec65d,46.968348
10a3e20037c8,4.0
10aa7d9ca58e,4.0
10e10176ed95,28.0
115fd157ba1d,45.97986432157021
1177005165d5,47.756154
117e4ddf2efb,46.091598
11928070182d,60.951546
11c603b7b269,4.0
11d9f68941cc,4.0
11fbf17182fe,4.0
122e6e142067,32.979939
129cd488629d,66.827561
12c44c86632c,48.029351
12f7daa90934,48.308879
1318ccb9cd5c,50.795155
133ef24e7a9e,60.847692
1354d3f2360f,53.210447
