id,interface_burden
0000c416ea24,27.245549
00624db32e6c,33.219347
00acf0be9394,49.125489
00bdf00b9346,61.612268
010b6a23ffb3,25.832329
0161d5d34733,50.433723
01804c5aef24,4.0
0191e4a22ad3,66.06142996907215
019c6b1085ab,48.029351
01bdb97b6099,58.988917
01d678e955cd,27.245549
0209d43d48f3,53.843117
024ed1c89d92,0.0
02729ecc9fce,50.795155
02a7ef21fd2b,61.692695
02b9c48b13e0,60.847692
03240d88f646,61.125289
0380178347af,46.968348
038d3ef9443a,4.0
03c42aac5190,50.433723
0411e76ec48b,47.948337
046996b0f1cc,4.0
047180865328,32.163341
0482e1bda62f,66.827561
04cefa1a8e1c,50.433723
051eb12e5919,32.163341
05c00cec0b07,61.692695
05eed672ef69,48.038821
061ccd894d28,4.0
064f75ee79ec,32.979939
0682778384e6,47.184219
06aa8d19f0dc,50.433723
06b86ead9937,61.14776327081681
06dba8c74204,46.006276
06ed600156ea,47.378275
070706467c8b,41.075223
071ac8f99096,46.354813
0728215f1e81,47.789955165741475
074daafaed1d,61.692695
0794ce623a9a,47.91948
079a2fafefcf,48.693852
07b0557eb806,4.0
07fb42214995,28.0
0800e24c89a0,31.404094
083f9ec38ac0,4.0
08408f0f9484,65.445156
08c49ca0e573,47.895442
08f4bd48ecba,45.474809
090696305039,59.014794
0921f4648dbf,27.246714
09567802096b,4.0
09843ab07382,4.0
0991c0b12572,61.599305
09f6a969653b,50.433723
0a40b0418353,4.0
0a6ba4ca35ac,40.770232107057915
0a758562388c,54.619022
0a8aad1229a8,33.55107450475814
0a8fc82dd9b2,60.847692
0ac45cb0e1a3,4.0
0ad1882d437c,32.979939
0add9d81f78b,28.0
0afe4757fb73,60.27312562688342
0b082298a3e3,47.78352
0b2086cf8088,46.975221916336245
0b6768000456,61.599305
0b7c95ae7f66,47.78352
0b838d2da5a4,4.0
0bfbf8f880f9,49.610923
0bff9d851118,32.163341
0c0aab641d67,47.78352
0c238bcb86a3,0.0
0c5f343b86e5,61.599305
0ce0be11b4ea,50.795155
0d2003497f92,28.0
0d76c427740e,28.0
0d7f04e84d7f,61.692695
0de01e8d1ef0,4.0
0ded635dcf24,4.0
0e45d480d77a,25.832329
0e46e7ee2cf8,47.124935
0e7bf58b6c84,47.78352
0e800e4fd535,4.0
0e8d7b32e602,44.126016
0ea99900f078,49.610923
0edfb4fe7ca8,50.795155
0ee625a7f0a6,33.569643
0f0e64a0057b,4.0
0f43380408c7,52.949495
0f6fc86467ba,4.0
0f8cd8383fd0,50.433723
0f8f7db65c0e,50.426162
0fb93005671f,55.02711169587629
0fbd214977d2,50.433723
1009f2af76ec,48.050318
102f299cc94c,4.0
105eb2fd4dc7,46.743843
1080958ec65d,47.60386571213323
10a3e20037c8,4.0
10aa7d9ca58e,4.0
10e10176ed95,30.250625
115fd157ba1d,45.320031
1177005165d5,46.83224759952419
117e4ddf2efb,44.126016
11928070182d,50.300215
11c603b7b269,4.0
11d9f68941cc,4.0
11fbf17182fe,4.0
122e6e142067,41.776567
129cd488629d,66.848889
12c44c86632c,47.895442
12f7daa90934,61.304014
1318ccb9cd5c,60.6241628366376
133ef24e7a9e,50.74761360666138
1354d3f2360f,52.68866
137508d7a0f9,32.979939
1392c281a1eb,56.428837
140103924eb0,61.692695
1428cccaf580,32.163341
14336ceb0df0,48.459726
14640f6bc92a,50.795155
1494df5ff1d0,47.895442
150099e931b3,27.245549
1529f67020fa,58.64091179896908
1531df03e14e,65.445156
157099d28915,47.756154
15f9362789fa,30.250625
164226e75b03,50.795155
165cd7fa9ed0,59.014794
1699f17785a2,53.208938
169e55ae4f83,55.578853927835056
16b9c5237caa,47.78352
16e9b410567f,53.843117
17e4e9c513fb,48.029351
1812be787b97,47.867833
183191203af7,31.386566
183d0b296d5c,41.776567
183e685518de,45.401358
18b91442e890,60.847692
190abd43e9f2,4.0
1939b2c103c9,4.0
19b89aad9eda,50.795155
1a16f281e73a,32.979939
1a270df57608,27.246714
1a4f30956249,46.006276
