id,interface_burden
0000c416ea24,30.25401287113402
00624db32e6c,38.81148850594758
00acf0be9394,47.756154
00bdf00b9346,61.748616
010b6a23ffb3,25.832329
0161d5d34733,50.433723
01804c5aef24,4.0
0191e4a22ad3,66.827561
019c6b1085ab,50.795155
01bdb97b6099,53.210447
01d678e955cd,26.109484
0209d43d48f3,50.433723
024ed1c89d92,4.0
02729ecc9fce,47.952342
02a7ef21fd2b,52.592831
02b9c48b13e0,61.679352
03240d88f646,48.459726
0380178347af,46.172883
038d3ef9443a,4.0
03c42aac5190,47.642216
0411e76ec48b,50.433723
046996b0f1cc,4.0
047180865328,31.898397024583673
0482e1bda62f,66.848889
04cefa1a8e1c,53.6608451851705
051eb12e5919,33.342926261300555
05c00cec0b07,53.423838097938145
05eed672ef69,50.142773
061ccd894d28,4.0
064f75ee79ec,33.219347
0682778384e6,46.743843
06aa8d19f0dc,47.731673
06b86ead9937,50.81534496907212
06dba8c74204,44.425396
06ed600156ea,47.756154
070706467c8b,41.776567
071ac8f99096,46.006276
0728215f1e81,47.895442
074daafaed1d,59.014794
0794ce623a9a,50.795155
079a2fafefcf,47.867833
07b0557eb806,4.0
07fb42214995,31.404094
0800e24c89a0,31.391396277557494
083f9ec38ac0,4.0
08408f0f9484,65.445156
08c49ca0e573,47.91948
08f4bd48ecba,44.126016
090696305039,61.533161
0921f4648dbf,28.0
09567802096b,4.0
09843ab07382,4.0
0991c0b12572,50.795155
09f6a969653b,47.78352
0a40b0418353,4.0
0a6ba4ca35ac,40.870884
0a758562388c,61.692695
0a8aad1229a8,34.190379
0a8fc82dd9b2,61.692695
0ac45cb0e1a3,4.0
0ad1882d437c,33.569643
0add9d81f78b,28.0
0afe4757fb73,61.692695
0b082298a3e3,48.53346842743854
0b2086cf8088,46.395266
0b6768000456,61.748616
0b7c95ae7f66,48.00469744329897
0b838d2da5a4,4.0
0bfbf8f880f9,47.78352
0bff9d851118,31.404094
0c0aab641d67,49.26846143616178
0c238bcb86a3,4.0
0c5f343b86e5,65.445156
0ce0be11b4ea,59.13118322957968
0d2003497f92,30.250625
0d76c427740e,30.664776360031734
0d7f04e84d7f,50.795155
0de01e8d1ef0,4.0
0ded635dcf24,4.0
0e45d480d77a,4.0
0e46e7ee2cf8,46.70373360983346
0e7bf58b6c84,48.029351
0e800e4fd535,4.0
0e8d7b32e602,41.776567
0ea99900f078,47.78352
0edfb4fe7ca8,60.847692
0ee625a7f0a6,41.142443
0f0e64a0057b,4.0
0f43380408c7,50.588779
0f6fc86467ba,4.0
0f8cd8383fd0,50.795155
0f8f7db65c0e,47.78352
0fb93005671f,61.599305
0fbd214977d2,50.795155
1009f2af76ec,50.52157754520221
102f299cc94c,4.0
105eb2fd4dc7,47.747842
1080958ec65d,47.756154
10a3e20037c8,4.0
10aa7d9ca58e,4.0
10e10176ed95,32.979939
115fd157ba1d,41.776567
1177005165d5,46.743843
117e4ddf2efb,41.776567
11928070182d,47.952342
11c603b7b269,4.0
11d9f68941cc,4.0
11fbf17182fe,4.0
122e6e142067,40.98252902458366
129cd488629d,66.827561
12c44c86632c,49.610923
12f7daa90934,61.692695
1318ccb9cd5c,61.692695
133ef24e7a9e,47.756154
1354d3f2360f,50.795155
137508d7a0f9,32.979939
1392c281a1eb,47.91948
140103924eb0,61.692695
1428cccaf580,32.163341
14336ceb0df0,47.78352
14640f6bc92a,49.610923
1494df5ff1d0,50.795155
150099e931b3,27.245549
1529f67020fa,48.038821
1531df03e14e,63.5379023461534
157099d28915,47.921061
15f9362789fa,28.0
164226e75b03,47.846504
165cd7fa9ed0,48.610049
1699f17785a2,61.108222
169e55ae4f83,53.208938
16b9c5237caa,48.029351
16e9b410567f,61.692695
17e4e9c513fb,50.433723
1812be787b97,48.634324
183191203af7,32.979939
183d0b296d5c,44.126016
183e685518de,41.776567
18b91442e890,61.71002
190abd43e9f2,4.0
1939b2c103c9,4.0
19b89aad9eda,60.371676
1a16f281e73a,32.163341
1a270df57608,28.0
1a4f30956249,44.148421
1b3985ae21aa,48.029351
1b46f5c5cb94,61.692695
1b77d36061e5,50.795155
1b9b3524ce2b,58.719165627676446
1ba933cabe46,28.0
1bb9a945c0f9,47.772354
1bfba8a1255b,4.0
1c3411936fa4,48.434449
1c46d6516524,52.927974
1c86ad164b47,47.895442
1cd2f9e77118,4.0
1cd327e59fab,50.795155
1cd6188dd3e2,4.0
1d0bfa7ffaad,31.909887
1d74af8397c4,4.0
1d85869708d2,61.692695
1db737ab373a,28.0
1ea9bec544af,53.208938
1ecb7c59cdbb,32.163341
1edc9534b17f,65.445156
1f3e638a26dc,34.190379
1f91060a6d81,53.843117
1f942f4e9839,42.077632
201e007e91a3,4.0
2034a1244c38,4.0
2046b5d50a1b,27.245549
209ca2976f49,61.601185
209f725e2496,47.895442
20ae5e504f13,27.246714
20bb68c40b2b,50.795155
20e2ad18802d,53.843117
212bd1761a1f,47.78352
217b34cd4838,32.163341
21834f33ded6,4.0
21d813eb9c19,46.091598
21dee3890fed,47.747842
222354b879dc,4.0
2271d063f0aa,27.245549
227e2eac6e4e,4.0
229c763798a9,4.0
229eb3282b0b,46.032009
229f684dbd03,66.166611
22b8d20f7621,50.795155
22ba48314ce9,50.433723
22d087b42f6f,4.0
22e71054470b,47.184219
235e2b2d76a4,4.0
2379627b35e4,4.0
23b5da20205b,27.245549
2454680610ff,49.877868
247d21bb0981,47.823675
24e2775ada20,4.0
2552c50f1a0d,27.245125996431405
25691d43eada,60.847692
25855b1cc0f6,4.0
258b34ced82d,49.534741
25b6b82e6b90,61.692695
25d787cdbabd,51.38260030848527
26329f388e49,33.219347
267ce8da4cf9,50.433723
26de0fec45ce,31.404094
277dbdb6e4d4,42.78233843298969
2783da256e12,4.0
279f58b35140,45.97986432157021
2859ae5a061b,31.404094
28b2fa958559,4.0
28d4e81000e8,4.0
28f113c5f0ed,28.0
2925d4197b98,50.795155
2961922d0ee6,47.322115776367966
29705eb110b4,4.0
29c73dfbd00d,27.245549
29cd24a59365,66.177195
29f41cdb8b77,31.404094
2a1df44a2b79,32.163341
2a2cf4b0a1b7,53.208938
2a3663284f6e,4.0
2a3c1dcd7114,53.345854
2a4de41dc29b,48.086044
2aea03eb772f,4.0
2af50a1047d5,50.795155
2b2bfc53b2de,66.827561
2b5438300280,4.0
2b70864ab8f7,47.895442
2bed9d47efac,43.618034
2bf708326c41,28.0
2c0708de84e1,27.246714
2c2582487440,0.0
2c2bee114aab,52.949495
2c926ea2ad2d,28.0
2cdc2700fb1e,61.533161
2d1fc3a3ebc4,56.428837
2d2a6be00cdb,28.0
2d37ecaf831d,58.988917
2d4068fda68a,46.091598
2d6e843d9234,47.366875
2d7caf7fb665,47.91948
2d94701c5065,4.0
2dbaa101b384,4.0
2def0dfab364,30.146411484536085
2e212ecf748b,50.795155
2e278b9d28bb,39.6028736260904
2e380ceee2ad,4.0
2e86461ea4b3,47.952342
2e8aaf7a658d,0.0
2e9845bf6b69,60.339223
2e9fb4f3d36c,50.433723
2ea87c4faf80,49.610923
2ed0e15eaa5a,27.246714
2f287e1b3c1b,0.0
2f7f54d3c735,25.832329
2f904853f6ca,4.0
2fe1e9791016,27.245549
2feb8fabbe51,30.250625
3016cf336252,31.404094
3018afa6bcbe,0.0
3048da1c0abc,47.901863
3059de176b47,50.795155
309bdf77731b,28.0
309de4114741,4.0
30a391779860,61.748616
316d7f8e000d,48.249029
319a6a7ba3d5,59.014794
31a6dc29cc7d,50.3298290249802
31b90517fa0b,61.692695
31bdf4644932,52.949495
31f4dc20266b,32.447918
31f82631e612,4.0
31f8b3ddcd4f,66.827561
32000f2449ee,4.0
32639185ba0c,40.176372
326c613ae55a,41.776567
32910ba9e02a,27.245549
3299c8c0632b,53.72224909080095
32cc18e01fee,50.795155
339a3f2f8fca,52.949495
33ca101b4155,46.091598
33e296b29b10,27.246714
343217fcd48b,50.433723
34595083d7a0,65.445156
348ad1d102e0,61.692695
34d2d0b78eac,4.0
34e05220842f,4.0
3543095e50cc,29.99857306185567
3579c97cdbb4,4.0
35f78c6fc93c,32.163341
360c7fea3eb7,27.245549
3642d60b8969,22.460118087628878
364beea29654,46.006276
3660d5cc73db,61.692695
368dc65d449d,27.245549
36d6e9e83b5e,50.433723
379c92a0d078,57.05875162648692
37cfff9bc796,4.0
37e68442caa4,61.114882
37f7b9cc7544,60.847692
38550f3ab8be,28.0
38567553bf45,47.75707341316415
38db0b4194a3,61.692695
39020f1d0efe,46.091598
390ef7eebbc6,61.692695
3914591dc120,4.0
393fbf99b577,4.0
3991645f2bff,4.0
39a9e964a61b,32.163341
39d2c33fcec4,50.433723
39dad56f38e0,50.433723
3a01782b3b0f,53.208938
3a1c342428a9,66.177195
3a95650230ca,4.0
3acbb394c310,50.142773
3aefd1f2a742,47.772354
3b187cfc00ae,50.433723
3b1e710e5fdf,4.0
3bc106769383,50.142773
3befbe084f37,61.23641478707376
3c5f823664c5,45.320031
3c6722d30994,33.219347
3d098c15a81e,40.770232107057915
3d2d676c9940,26.21735803092784
3d3fb7ad039c,47.895442
3d5f4415126b,53.843117
3dbfab15e43b,35.5805305047581
3e75bf2197ef,59.014794
3eaa7838c588,50.795155
3eb2df35a4a1,0.0
3ed5df507b6d,59.014794
3f0390138ca2,4.0
3f4e9ea14786,45.724566
3f9a448d22d4,66.177195
3fcfab583c6a,47.747842
3fe5568e8b63,33.219347
404bcc63a20d,41.112397
4066f892efc0,61.679352
4083d4c8bcbc,27.245549
40959a0a475b,27.245549
40be0a8503d1,47.895442
40eab0bfd7cc,27.246714
414df203841d,20.335861421094496
41598f11dcfc,66.177195
416e2964f064,26.791377
417493dad38a,47.91948
421789e1f91e,53.843117
421cfd113977,48.459726
4262323dd7c2,18.61517198651864
