id,interface_burden
0000c416ea24,22.82626691605977
00624db32e6c,29.43192794749014
00acf0be9394,39.87517369089621
00bdf00b9346,49.883530747253616
010b6a23ffb3,11.25774334865495
0161d5d34733,46.1313143526257
01804c5aef24,4.334730669912652
0191e4a22ad3,56.218186574932425
019c6b1085ab,46.820833616510164
01bdb97b6099,47.89691610866877
01d678e955cd,11.575106895826062
0209d43d48f3,46.47701867157335
024ed1c89d92,3.604560889053719
02729ecc9fce,43.37947344875037
02a7ef21fd2b,47.676133948582795
02b9c48b13e0,48.55144713999922
03240d88f646,44.27648273661979
0380178347af,34.39533577516098
038d3ef9443a,5.431482959229423
03c42aac5190,38.90182461387275
0411e76ec48b,46.082529338280835
046996b0f1cc,8.687208332132792
047180865328,23.753292805725795
0482e1bda62f,57.29950935616895
04cefa1a8e1c,47.97187231499183
051eb12e5919,28.547050104052005
05c00cec0b07,47.95460554280214
05eed672ef69,45.85544217715261
061ccd894d28,6.082178070026809
064f75ee79ec,28.006117401434874
0682778384e6,35.167613877187556
06aa8d19f0dc,38.998673535520645
06b86ead9937,47.65695921286431
06dba8c74204,32.1169431593197
06ed600156ea,39.89140067247002
070706467c8b,31.02119778237423
071ac8f99096,33.39395575162109
0728215f1e81,42.410566365902014
074daafaed1d,48.18282791038658
0794ce623a9a,47.2905942706034
079a2fafefcf,41.794445673008454
07b0557eb806,5.212742498061789
07fb42214995,23.59993276392667
0800e24c89a0,23.202794519942813
083f9ec38ac0,4.227437077724507
08408f0f9484,51.30994204580906
08c49ca0e573,43.07094901108129
08f4bd48ecba,31.475959564689322
090696305039,48.451824457499335
0921f4648dbf,17.940131843391708
09567802096b,5.0861302935359545
09843ab07382,3.7347587239198248
0991c0b12572,47.41596096932258
09f6a969653b,40.93383907693944
0a40b0418353,3.8209604866956255
0a6ba4ca35ac,30.16225122241576
0a758562388c,48.68875752962955
0a8aad1229a8,28.749009811804097
0a8fc82dd9b2,48.644472128877204
0ac45cb0e1a3,5.703289719039087
0ad1882d437c,28.664152607456533
0add9d81f78b,18.578001916109162
0afe4757fb73,48.63144637827813
0b082298a3e3,44.759811702130406
0b2086cf8088,34.84270138844075
0b6768000456,49.57392756990347
0b7c95ae7f66,43.42024036684786
0b838d2da5a4,4.667667205418297
0bfbf8f880f9,40.56955502171299
0bff9d851118,23.69908915920482
0c0aab641d67,45.03506987794038
0c238bcb86a3,3.5161996390481107
0c5f343b86e5,50.95813118906943
0ce0be11b4ea,48.216367575128174
0d2003497f92,22.6093291168721
0d76c427740e,23.03316240277339
0d7f04e84d7f,47.62639739284208
0de01e8d1ef0,5.245926708418703
0ded635dcf24,3.3154948482942044
0e45d480d77a,9.42763668896606
0e46e7ee2cf8,35.09210864617868
0e7bf58b6c84,43.55024015179265
0e800e4fd535,5.608451562496555
0e8d7b32e602,30.977024377998777
0ea99900f078,40.900387711040594
0edfb4fe7ca8,48.311174645418134
0ee625a7f0a6,30.681189349873062
0f0e64a0057b,3.833667172905327
0f43380408c7,46.760409066449974
0f6fc86467ba,3.7273269895559387
0f8cd8383fd0,47.30943950919353
0f8f7db65c0e,40.31489783771815
0fb93005671f,48.47063879258357
0fbd214977d2,47.60209865241609
1009f2af76ec,46.73426611041677
102f299cc94c,5.48413809634413
105eb2fd4dc7,39.33895790983458
1080958ec65d,39.807545795654626
10a3e20037c8,4.9325920011538456
10aa7d9ca58e,6.687550566635461
10e10176ed95,26.728768904522315
115fd157ba1d,31.16701138537232
1177005165d5,35.20192211446723
117e4ddf2efb,30.981870456145867
11928070182d,43.31283269197392
11c603b7b269,4.2223473437048
11d9f68941cc,4.0999599235402115
11fbf17182fe,6.579185443221452
122e6e142067,30.239360696088323
129cd488629d,57.20139526552381
12c44c86632c,45.36371140693918
12f7daa90934,49.29086860694591
1318ccb9cd5c,48.55147161944445
133ef24e7a9e,39.59635996327095
1354d3f2360f,47.37055305684348
137508d7a0f9,27.2967894722764
1392c281a1eb,43.15622155985991
140103924eb0,49.34850458061984
1428cccaf580,24.087980516591603
14336ceb0df0,41.04332882871887
14640f6bc92a,45.445264746657564
1494df5ff1d0,47.05845425630067
150099e931b3,16.20459843335061
1529f67020fa,43.78082992352108
1531df03e14e,50.373111773719245
157099d28915,43.24077788635947
15f9362789fa,21.274431209395363
164226e75b03,41.606900757725064
165cd7fa9ed0,44.84057609879907
1699f17785a2,48.3814254560811
169e55ae4f83,47.85302027678614
16b9c5237caa,43.64483211633984
16e9b410567f,48.685656885988976
17e4e9c513fb,46.46677348647165
1812be787b97,44.893253445182864
183191203af7,27.148173793422103
183d0b296d5c,31.588449811451884
183e685518de,31.04859230902639
18b91442e890,49.38093388169725
190abd43e9f2,3.6757721817901037
1939b2c103c9,3.6403688976490116
19b89aad9eda,48.263012403252525
1a16f281e73a,24.80184977277882
1a270df57608,19.013163782845556
1a4f30956249,31.960046494460357
1b3985ae21aa,43.61632142706747
1b46f5c5cb94,48.580901783498554
1b77d36061e5,47.316215263869395
1b9b3524ce2b,48.109377072474636
1ba933cabe46,21.336244680385917
1bb9a945c0f9,40.07263043397816
1bfba8a1255b,4.852902401927072
1c3411936fa4,44.248626325198835
1c46d6516524,47.720948340958635
1c86ad164b47,42.31993824166435
1cd2f9e77118,3.843619011477093
1cd327e59fab,46.790206412879115
1cd6188dd3e2,9.361509068199439
1d0bfa7ffaad,23.816879555559677
1d74af8397c4,4.005517169466842
1d85869708d2,49.195684972578256
1db737ab373a,17.73291441314571
1ea9bec544af,47.82762477745111
1ecb7c59cdbb,25.90583060965662
1edc9534b17f,53.15930078690607
1f3e638a26dc,28.745184043805008
